city,state_name,lat,lng
Langston,Alabama,34.5374,-86.0899
Worley,Idaho,47.4005,-116.9193
Brookside,Colorado,38.4135,-105.1909
Ambler,Alaska,67.0897,-157.8725
Lindsay,Nebraska,41.7004,-97.6938
La Escondida,Texas,26.3807,-98.8737
Cove,Utah,41.9683,-111.7793
Neosho Rapids,Kansas,38.3684,-95.9915
New Ringgold,Pennsylvania,40.6892,-75.9928
Hundred,West Virginia,39.6836,-80.4576
Hornsby,Tennessee,35.2285,-88.8294
Renwick,Iowa,42.8269,-93.9813
Climax,Georgia,30.8756,-84.4312
Almyra,Arkansas,34.4057,-91.4108
East Gillespie,Illinois,39.1378,-89.8127
Tiro,Ohio,40.9062,-82.769
Garden,Utah,41.8866,-111.4328
Maalaea,Hawaii,20.8047,-156.4898
Knobel,Arkansas,36.32,-90.6022
Stantonville,Tennessee,35.1569,-88.4302
Glencoe,Louisiana,29.8112,-91.6703
Genoa,Wisconsin,43.5735,-91.2261
Los Altos,Texas,27.4904,-99.3858
Donnelsville,Ohio,39.9154,-83.9429
Walterhill,Tennessee,35.9573,-86.3678
Vanduser,Missouri,36.991,-89.6868
Longville,Louisiana,30.609,-93.2282
Milladore,Wisconsin,44.6056,-89.8552
Rodessa,Louisiana,32.9735,-93.9969
Salton Sea Beach,California,33.3759,-116.0115
Free Union,Virginia,38.1539,-78.5595
El Moro,Colorado,37.2349,-104.4491
Bayard,West Virginia,39.2711,-79.3662
Westport,Kentucky,38.4874,-85.4753
Donaldson,Pennsylvania,40.6364,-76.4046
Schneider,Indiana,41.1925,-87.4457
Ransom,Kansas,38.6366,-99.9328
Berry,Kentucky,38.5206,-84.3838
Carlton,Georgia,34.0427,-83.0386
Hillrose,Colorado,40.3245,-103.5222
Cornfields,Arizona,35.6515,-109.6756
Emmett,Michigan,42.9934,-82.7653
Chidester,Arkansas,33.702,-93.0238
Otis,Kansas,38.5348,-99.0534
McNabb,Illinois,41.177,-89.2096
Shiloh,South Carolina,33.9461,-80.0208
Melrose,Ohio,41.0887,-84.4201
Maquon,Illinois,40.798,-90.1632
Richburg,South Carolina,34.7167,-81.0196
Earl,North Carolina,35.1954,-81.534
Robertsville,Ohio,40.7619,-81.194
Moran,Texas,32.5471,-99.1663
Orrstown,Pennsylvania,40.0589,-77.6081
Walkerville,Michigan,43.7143,-86.1259
Prado Verde,Texas,31.8898,-106.6135
Medicine Bow,Wyoming,41.8995,-106.2019
Louin,Mississippi,32.0722,-89.2626
Henderson,West Virginia,38.8304,-82.136
Linneus,Missouri,39.8767,-93.1868
Lake Tekakwitha,Missouri,38.4415,-90.7154
Dickens,Texas,33.6213,-100.8368
Dwight,Kansas,38.8449,-96.5921
Mulhall,Oklahoma,36.0917,-97.3615
Sammons Point,Illinois,41.0313,-87.8592
Kingsville,Missouri,38.7437,-94.0697
Shaktoolik,Alaska,64.3567,-161.1972
Gulfcrest,Alabama,30.9925,-88.2399
Iroquois,South Dakota,44.3679,-97.8495
Perrytown,Arkansas,33.6973,-93.5342
White Oak,Oklahoma,36.6098,-95.2763
Brashear,Missouri,40.1484,-92.3787
East Point,Alabama,34.1859,-86.7927
Mallard,Iowa,42.9394,-94.6832
Brule,Wisconsin,46.5589,-91.5712
Alpine,Colorado,37.6877,-106.586
Toccopola,Mississippi,34.2561,-89.2211
Easton,Kansas,39.345,-95.1171
Bovill,Idaho,46.8585,-116.3935
Eckley,Colorado,40.1123,-102.4883
Rowena,Oregon,45.6701,-121.2749
Temperanceville,Virginia,37.8991,-75.5526
Glenbrook,Nevada,39.0986,-119.9341
Dripping Springs,Arizona,33.105,-110.7551
Snelling,South Carolina,33.2416,-81.4622
Huslia,Alaska,65.7002,-156.3386
Wardensville,West Virginia,39.0768,-78.5932
Itmann,West Virginia,37.5735,-81.4145
Klagetoh,Arizona,35.5011,-109.5283
Repton,Alabama,31.4097,-87.2393
Willow Creek,Montana,45.8178,-111.6402
Talmo,Georgia,34.1831,-83.7209
Dryville,Pennsylvania,40.4623,-75.7532
Hendricks,West Virginia,39.0754,-79.6299
Fayetteville,Texas,29.9063,-96.6758
Lyman,Utah,38.3966,-111.5894
Skidmore,Missouri,40.288,-95.0795
Geneseo,Kansas,38.517,-98.1545
Mingus,Texas,32.5363,-98.4249
Dubberly,Louisiana,32.5413,-93.2373
Floridatown,Florida,30.5828,-87.1615
Indianola,Illinois,39.927,-87.7403
Copake Hamlet,New York,42.1041,-73.5494
Corunna,Indiana,41.4359,-85.144
Johnson,Oklahoma,35.4056,-96.8418
Walker,Missouri,37.8989,-94.2307
Halbur,Iowa,42.0051,-94.972
Bay View,Michigan,45.3834,-84.9304
Plattville,Illinois,41.5343,-88.3835
Dedham,Iowa,41.9087,-94.8232
Cedar Point,Illinois,41.2651,-89.126
Hewitt,Minnesota,46.324,-95.0902
Heath,Alabama,31.3579,-86.4673
Lucky,Louisiana,32.2443,-93.0158
Chambers,Nebraska,42.2047,-98.7486
Kensett,Iowa,43.3534,-93.2106
Matlacha Isles-Matlacha Shores,Florida,26.634,-82.0589
Witherbee,New York,44.0837,-73.5371
Waterloo,Oregon,44.4948,-122.8243
Parrott,Virginia,37.2168,-80.6242
Marietta,Mississippi,34.4999,-88.4726
Greenhorn,California,39.903,-120.759
Scranton,North Dakota,46.1498,-103.1429
Plainville,Illinois,39.7847,-91.1817
Bushton,Kansas,38.5124,-98.3959
Arcadia,Michigan,44.4931,-86.2369
Sasser,Georgia,31.7199,-84.3478
Garvin,Oklahoma,33.9559,-94.9348
Goshen,Alabama,31.7182,-86.1242
Yorkville,Tennessee,36.0976,-89.1184
Deloit,Iowa,42.0971,-95.3175
Clarksdale,Missouri,39.8139,-94.5507
Ponderosa,New Mexico,35.6555,-106.6544
Kremlin,Oklahoma,36.5466,-97.8324
Fulton,Ohio,40.4629,-82.828
Charleston Park,Florida,26.7057,-81.5807
Valle,Arizona,35.6245,-112.135
Rocheport,Missouri,38.9785,-92.5633
Diller,Nebraska,40.1089,-96.9374
Freedom Acres,Arizona,34.3199,-111.3051
Corwith,Iowa,42.989,-93.9581
Echo,Minnesota,44.6218,-95.4115
Howell,Utah,41.7733,-112.445
Herminie,Pennsylvania,40.2633,-79.7138
Albion,California,39.2256,-123.7564
Morrison Crossroads,Alabama,33.4198,-85.4903
Glenwood,Washington,46.0228,-121.2925
Sanford,Alabama,31.3006,-86.3975
Wolbach,Nebraska,41.4013,-98.394
Wellsville,Pennsylvania,40.0512,-76.9408
La Motte,Iowa,42.2956,-90.6233
Davenport Center,New York,42.4459,-74.9088
Midville,Georgia,32.8218,-82.2347
Rock River,Wyoming,41.7317,-105.9752
Trowbridge,California,38.9264,-121.5148
Kaktovik,Alaska,70.123,-143.6262
Prescott,Michigan,44.1916,-83.9323
Spring Branch,Texas,29.8848,-98.4127
Gays,Illinois,39.4581,-88.4963
White Hills,Arizona,35.7242,-114.4004
Long,Oklahoma,35.4993,-94.547
Alice Acres,Texas,27.7119,-98.108
Cairo,West Virginia,39.2067,-81.1544
Dillon Beach,California,38.2436,-122.956
Tecolotito,New Mexico,35.2307,-105.1631
Benjamin,Texas,33.5837,-99.7929
Rufus,Oregon,45.6919,-120.7433
Buck Run,Pennsylvania,40.7068,-76.3212
Greensburg,Maryland,39.6806,-77.5615
Waggoner,Illinois,39.3775,-89.6527
Amherst,Nebraska,40.8385,-99.2694
Fowlerton,Indiana,40.4095,-85.5728
Parmele,North Carolina,35.819,-77.3146
Moscow,Maryland,39.5409,-79.0074
Winston,Missouri,39.8699,-94.1416
Linn Creek,Missouri,38.0457,-92.7049
Granville,North Dakota,48.2663,-100.8449
Braggs,Oklahoma,35.6634,-95.1986
Wixon Valley,Texas,30.7639,-96.3193
Villard,Minnesota,45.7142,-95.2692
Goltry,Oklahoma,36.5319,-98.1514
Trinity Village,California,40.8789,-123.5133
Jefferson,Pennsylvania,39.9305,-80.0578
Soper,Oklahoma,34.0322,-95.6963
Fairview,Kentucky,36.8425,-87.3054
Brookville,Kansas,38.7736,-97.8645
Sugar City,Colorado,38.2328,-103.6633
Table Rock,Nebraska,40.1783,-96.0888
Tuleta,Texas,28.5767,-97.798
Centertown,Tennessee,35.7251,-85.9197
Bakerhill,Alabama,31.7769,-85.2955
Malinta,Ohio,41.3196,-84.0353
Parkdale,Arkansas,33.1212,-91.5464
Ironton,Wisconsin,43.5452,-90.1436
Carmine,Texas,30.1485,-96.6908
Backus,Minnesota,46.8207,-94.5149
Avoca,Nebraska,40.7965,-96.1192
Sibley,Illinois,40.5874,-88.3785
Hunter,North Dakota,47.1904,-97.2131
Hope,North Dakota,47.3243,-97.7192
New Alexandria,Ohio,40.2916,-80.675
Ivesdale,Illinois,39.9458,-88.4558
Delta,Louisiana,32.322,-90.9414
Alta Vista,Iowa,43.1967,-92.417
Le Roy,Michigan,44.0381,-85.4538
Carter,Oklahoma,35.2175,-99.5038
Clifford,Indiana,39.2827,-85.8691
Keo,Arkansas,34.6088,-92.0104
Fresno,Ohio,40.3308,-81.7386
Fields Landing,California,40.7249,-124.2176
Metaline Falls,Washington,48.8615,-117.3718
Eagle Nest,New Mexico,36.5495,-105.2593
Collinston,Louisiana,32.6893,-91.8718
Utica,Missouri,39.7456,-93.6286
Dixon,Iowa,41.7422,-90.7824
Swall Meadows,California,37.5061,-118.6426
Walcott,North Dakota,46.5505,-96.9375
Highland,Ohio,39.3439,-83.6001
Tollette,Arkansas,33.8182,-93.8969
Ten Sleep,Wyoming,44.0349,-107.4483
Martelle,Iowa,42.0204,-91.3578
Castleford,Idaho,42.5206,-114.8719
Boulder Flats,Wyoming,42.9156,-108.7993
Platter,Oklahoma,33.9066,-96.5337
Bartow,Georgia,32.8816,-82.4712
Sheep Springs,New Mexico,36.1564,-108.6905
Big Cabin,Oklahoma,36.5401,-95.2221
Santa Rita,Montana,48.6977,-112.3173
New Suffolk,New York,40.9961,-72.4767
Delco,North Carolina,34.3188,-78.2267
Redfield,Texas,31.6811,-94.6629
Maywood,Nebraska,40.6586,-100.6222
Litchfield,Nebraska,41.1562,-99.1532
Mantoloking,New Jersey,40.0435,-74.0514
Aniwa,Wisconsin,45.0117,-89.2089
Geraldine,Montana,47.6022,-110.2662
Lula,Mississippi,34.4545,-90.4779
Alvan,Illinois,40.307,-87.6069
Bear Creek Village,Pennsylvania,41.1878,-75.7552
Lu Verne,Iowa,42.9092,-94.0836
Chelsea,Iowa,41.9205,-92.3945
Jamestown,Colorado,40.1179,-105.3916
New Effington,South Dakota,45.8558,-96.9174
Eitzen,Minnesota,43.508,-91.4636
Abercrombie,North Dakota,46.4471,-96.7294
Port Hope,Michigan,43.9395,-82.7149
Venango,Pennsylvania,41.7727,-80.1121
Dalton,Minnesota,46.1739,-95.9156
Cheraw,Colorado,38.1076,-103.511
Angie,Louisiana,30.9633,-89.8177
Tanana,Alaska,65.1746,-152.0686
Lebanon,Wisconsin,43.2587,-88.6294
Cruzville,New Mexico,33.81,-108.6684
Lockbourne,Ohio,39.8078,-82.9837
Marble City,Oklahoma,35.5824,-94.8186
Brandonville,Pennsylvania,40.8601,-76.1689
Three Rocks,California,36.5051,-120.3936
Santa Cruz,New Mexico,35.9939,-106.0358
Elcho,Wisconsin,45.4353,-89.1853
Fairview,Kansas,39.8394,-95.7283
Perry,South Carolina,33.6276,-81.3086
Dillsboro,North Carolina,35.3706,-83.2526
Ostrander,Minnesota,43.6137,-92.4263
Wynnedale,Indiana,39.8326,-86.2004
Port William,Ohio,39.5523,-83.7856
Dover,Kentucky,38.7563,-83.8845
Denning,Arkansas,35.4252,-93.7568
Harrell,Arkansas,33.5102,-92.4011
Harveyville,Kansas,38.7894,-95.9626
Elmer City,Washington,47.9999,-118.9542
McFarland,Kansas,39.0545,-96.2381
Pope,Mississippi,34.2158,-89.9447
Magnolia,Illinois,41.1141,-89.1958
Belcher,Louisiana,32.7521,-93.8372
Atqasuk,Alaska,70.481,-157.3835
Summerfield,Ohio,39.7969,-81.3355
Denton,Georgia,31.7221,-82.6968
Canada Creek Ranch,Michigan,45.1751,-84.2075
Perla,Arkansas,34.3647,-92.7762
La Plant,South Dakota,45.1352,-100.6648
Kennebec,South Dakota,43.9035,-99.862
Little Meadows,Pennsylvania,41.9891,-76.1277
Luxemburg,Iowa,42.6039,-91.0726
Houston Lake,Missouri,39.1924,-94.6221
Murdock,Nebraska,40.926,-96.2812
Peoa,Utah,40.7257,-111.338
Cunningham,Kentucky,36.9081,-88.8869
Decker,Indiana,38.5184,-87.524
Vera,Oklahoma,36.4504,-95.8965
Cumberland,Iowa,41.2731,-94.8707
Cassel,California,40.9213,-121.5514
Condon,Montana,47.5225,-113.6987
Low Moor,Iowa,41.8023,-90.3542
Porcupine,North Dakota,46.2218,-101.0999
Groveland,California,37.8325,-120.2394
Galt,Missouri,40.1272,-93.388
Irwin,Idaho,43.3965,-111.272
Pinesburg,Maryland,39.6269,-77.8561
Mashantucket,Connecticut,41.4645,-71.9746
Dendron,Virginia,37.0364,-76.924
Lewisville,Minnesota,43.9241,-94.434
Gilmore,Arkansas,35.4131,-90.2973
Chandler,Minnesota,43.9306,-95.9512
Fulton,Alabama,31.7916,-87.7397
Silver City,Iowa,41.1114,-95.6381
Wellston,Michigan,44.2179,-85.962
Two Strike,South Dakota,43.2141,-100.8988
Widener,Arkansas,35.0233,-90.6817
Streetman,Texas,31.8787,-96.3306
Bonita,Louisiana,32.9206,-91.6751
Yellow Pine,Idaho,44.9623,-115.488
Pinedale,Arizona,34.3208,-110.2599
Forest City,Missouri,39.9829,-95.1883
Wortham,Missouri,37.8401,-90.6076
Cabery,Illinois,40.9958,-88.2037
Greencastle,Missouri,40.2606,-92.8784
Eugene,Missouri,38.3547,-92.4031
Jacob City,Florida,30.8925,-85.4108
Nikolaevsk,Alaska,59.8295,-151.5964
Woodland,Utah,40.5838,-111.2356
Breckenridge,Oklahoma,36.4622,-97.7273
Browning,Missouri,40.0348,-93.16
Lyon Mountain,New York,44.7249,-73.8823
Frohna,Missouri,37.6375,-89.6197
Bryant,Indiana,40.5359,-84.9634
Waucoma,Iowa,43.0554,-92.0341
Ewing,Kentucky,38.4278,-83.8618
Copper Center,Alaska,61.9845,-145.3544
Bluff,Utah,37.2867,-109.5745
Swan Valley,Idaho,43.4444,-111.3287
Okreek,South Dakota,43.3534,-100.3826
Eastport,Michigan,45.1112,-85.3518
Grainfield,Kansas,39.1143,-100.4684
Grafton,Iowa,43.3306,-93.0687
Baskin,Louisiana,32.2591,-91.7473
Henderson,Illinois,41.0238,-90.3535
Saddlebrooke,Missouri,36.8283,-93.1968
Thawville,Illinois,40.6732,-88.1136
Sweet Water,Alabama,32.1046,-87.8619
Anamoose,North Dakota,47.8827,-100.242
Powellsville,North Carolina,36.2253,-76.9316
Letona,Arkansas,35.3635,-91.8296
Edgemont,Maryland,39.6766,-77.547
Vandemere,North Carolina,35.1886,-76.6651
Reeves,Louisiana,30.5216,-93.0428
Torrey,Utah,38.3078,-111.4269
Daggett,Michigan,45.462,-87.6047
Noble,Louisiana,31.6899,-93.6832
Harvey,Iowa,41.3179,-92.9227
White Signal,New Mexico,32.5724,-108.3512
Elmira,California,38.3523,-121.9077
Westbrook,Texas,32.3571,-101.0132
Drowning Creek,Oklahoma,36.4778,-94.8942
Fallston,Pennsylvania,40.7241,-80.3133
Pecktonville,Maryland,39.6659,-78.0481
Hiouchi,California,41.7936,-124.0662
Mosquito Lake,Alaska,59.471,-136.1458
Sandy Hook,Wisconsin,42.5466,-90.6168
Emerald Beach,Missouri,36.5754,-93.671
Macedonia,Iowa,41.1923,-95.4266
Wall Lane,Arizona,32.6573,-114.7105
Nulato,Alaska,64.7052,-158.2383
Spickard,Missouri,40.2432,-93.5923
Richview,Illinois,38.3758,-89.1803
Millican,Texas,30.467,-96.2035
Willow Lake,South Dakota,44.6279,-97.6387
Newtown,Indiana,40.2045,-87.1483
Humptulips,Washington,47.2491,-123.9348
Montour,Iowa,41.9803,-92.715
Lane,Oklahoma,34.2997,-95.9894
Oconee,Georgia,32.8535,-82.9576
Glen Ridge,Florida,26.6715,-80.0753
Mulat,Florida,30.5595,-87.1297
Klickitat,Washington,45.818,-121.1626
Union,Nebraska,40.8144,-95.9215
Iaeger,West Virginia,37.4642,-81.8111
Hinsdale,Montana,48.4036,-107.0582
Higginsport,Ohio,38.79,-83.9673
Dix,Nebraska,41.2342,-103.4867
Modoc,South Carolina,33.7192,-82.2173
Hayward,Minnesota,43.6499,-93.246
Hamilton,Kansas,37.9806,-96.1639
Willard,New Mexico,34.5949,-106.0323
Castor,Louisiana,32.2549,-93.166
La Liga,Puerto Rico,18.2905,-66.0492
Anderson,Texas,30.4871,-95.9899
Cisco,Illinois,40.0116,-88.7255
Poston,Arizona,33.9921,-114.4046
Greeley,Iowa,42.5851,-91.3416
Agency Village,South Dakota,45.5808,-97.0831
Paisley,Oregon,42.6926,-120.5452
Old Fort,Ohio,41.2419,-83.1515
Mullinville,Kansas,37.5886,-99.4756
Steward,Illinois,41.8493,-89.015
Woodson,Texas,33.0149,-99.0534
Bath,North Carolina,35.4702,-76.8119
Agra,Kansas,39.7613,-99.1194
Vansant,Virginia,37.2358,-82.096
Hilltop,Texas,28.6938,-99.1761
Montpelier,Louisiana,30.6823,-90.6545
Boynton,Oklahoma,35.6493,-95.6543
Boulder,Utah,37.9228,-111.4319
Connorville,Ohio,40.1938,-80.7176
Madison,Virginia,38.3794,-78.2586
Talmage,Nebraska,40.5315,-96.0239
Blue Springs,Mississippi,34.4013,-88.8721
Slaughter Beach,Delaware,38.915,-75.309
Pemberton,Minnesota,44.0084,-93.7838
Schuyler,Virginia,37.7939,-78.7002
Thorp,Washington,47.0656,-120.6709
Keswick,Iowa,41.4547,-92.2382
Central Pacolet,South Carolina,34.9096,-81.7526
Ames,Oklahoma,36.2471,-98.1867
Hickory Ridge,Arkansas,35.403,-90.9946
Greensboro,Pennsylvania,39.7921,-79.9126
Pottersville,New York,43.7363,-73.8212
Pace,Mississippi,33.7921,-90.8593
Boon,Michigan,44.288,-85.5975
Pisgah,Iowa,41.8304,-95.9264
Sims,Illinois,38.3618,-88.5355
Wadena,Iowa,42.8398,-91.6594
Partridge,Kansas,37.9668,-98.0922
Monetta,South Carolina,33.8497,-81.6097
Taylor Landing,Texas,29.8641,-94.1348
Lansford,North Dakota,48.627,-101.3759
Young Place,New Mexico,36.9934,-107.4931
Kappa,Illinois,40.6756,-89.006
Gillsville,Georgia,34.3095,-83.6381
Menominee,Illinois,42.4747,-90.5428
Womelsdorf,West Virginia,38.8981,-79.9636
Briarcliff,Arkansas,36.2721,-92.2824
Grand Cane,Louisiana,32.0836,-93.8088
Watha,North Carolina,34.6512,-77.9576
Yale,Iowa,41.7754,-94.3572
Raiford,Florida,30.0637,-82.2391
Zumbro Falls,Minnesota,44.2849,-92.4263
Kingsbury,Indiana,41.5302,-86.6972
Homa Hills,Wyoming,42.9857,-106.3719
Sweetwater,Idaho,46.3676,-116.7975
Nettle Lake,Ohio,41.6785,-84.7271
Hardinsburg,Indiana,38.462,-86.2732
Crossnore,North Carolina,36.0222,-81.9307
Leamington,Utah,39.5313,-112.2855
Marquette,Nebraska,41.0065,-98.0096
Fort Peck,Montana,48.007,-106.4552
Malta Bend,Missouri,39.194,-93.3634
Schubert,Pennsylvania,40.4979,-76.2197
Hopewell,Pennsylvania,40.1345,-78.2665
Harmon,North Dakota,46.9443,-100.9526
Union Dale,Pennsylvania,41.7154,-75.4819
Ranchette Estates,Texas,26.4844,-97.822
Severn,North Carolina,36.5142,-77.1893
Fontana,Kansas,38.4239,-94.8442
Winesburg,Ohio,40.6176,-81.6948
Troy Grove,Illinois,41.4657,-89.0815
Holstein,Nebraska,40.4652,-98.651
East Thermopolis,Wyoming,43.6441,-108.198
Schell City,Missouri,38.0192,-94.1167
Lexa,Arkansas,34.5982,-90.7519
Meservey,Iowa,42.9157,-93.4734
Woodlawn,Kentucky,39.0909,-84.4729
Flintstone,Maryland,39.7034,-78.5758
Taft,Oklahoma,35.7607,-95.5455
Livonia Center,New York,42.821,-77.642
Addieville,Illinois,38.3913,-89.4865
Edesville,Maryland,39.154,-76.2097
Hillsboro,West Virginia,38.1353,-80.2136
Ebony,Virginia,36.5759,-77.984
Morgan City,Mississippi,33.3786,-90.3461
Bowers,Pennsylvania,40.4848,-75.7423
Mountain,Wisconsin,45.1864,-88.4681
Country Acres,Texas,27.9251,-97.1661
Ste. Marie,Illinois,38.93,-88.0278
Potter,Wisconsin,44.1202,-88.0991
Meno,Oklahoma,36.3881,-98.1779
Prescott,Iowa,41.0238,-94.613
Rosston,Arkansas,33.5877,-93.2798
Blackburn,Missouri,39.1047,-93.4854
Milroy,Minnesota,44.4178,-95.5536
Teller,Alaska,65.2531,-166.342
Guinda,California,38.8275,-122.1985
Bentonville,Ohio,38.7455,-83.6103
Peoria,Oregon,44.4507,-123.2043
North Sultan,Washington,47.8829,-121.8253
Sandia Park,New Mexico,35.1648,-106.3657
Constableville,New York,43.5649,-75.428
Del Mar Heights,Texas,26.0566,-97.4235
Saratoga,Indiana,40.2368,-84.9159
Brainards,New Jersey,40.7718,-75.1699
Garland,Arkansas,33.3609,-93.7142
Midway,Texas,31.0252,-95.7539
Shady Dale,Georgia,33.4007,-83.5881
Waco,Nebraska,40.897,-97.4614
Berkey,Ohio,41.7084,-83.8383
Sandy Point,Texas,29.4013,-95.4816
The Plains,Virginia,38.8621,-77.7741
Parc,New York,44.6639,-73.453
Springview,Nebraska,42.8249,-99.7475
New Riegel,Ohio,41.0519,-83.319
Glenwood,Indiana,39.6256,-85.3025
Lexington,Oregon,45.4462,-119.6879
Michigamme,Michigan,46.5334,-88.0627
Peoria,Colorado,39.6649,-104.1456
Newtown,Pennsylvania,40.6529,-76.3461
Bluebell,Utah,40.3576,-110.2232
Lake Lillian,Minnesota,44.9458,-94.88
Upper Kalskag,Alaska,61.5416,-160.3337
Carl,Georgia,34.0046,-83.8128
Fredonia,Iowa,41.2844,-91.3397
Gorst,Washington,47.5237,-122.7057
Bethune,Colorado,39.3038,-102.4234
Cashtown,Pennsylvania,39.8837,-77.3533
Bronaugh,Missouri,37.694,-94.4683
Little Creek,Delaware,39.1664,-75.4483
Cypress,Illinois,37.3655,-89.0187
Interlaken,Utah,40.5413,-111.4749
Sanders,Kentucky,38.6549,-84.9466
Williams,Indiana,38.8147,-86.6446
Peetz,Colorado,40.9617,-103.1139
Twin Lakes,Minnesota,47.2261,-95.6555
Orient,Ohio,39.8056,-83.1528
Twin Lakes,Iowa,42.4775,-94.6354
New Harmony,Utah,37.4803,-113.3096
Mount Eaton,Ohio,40.6946,-81.7021
North Bay,Wisconsin,42.7644,-87.7812
Radisson,Wisconsin,45.7684,-91.2179
Wolverine,Michigan,45.2732,-84.6052
Sandy Hook,Maryland,39.3284,-77.7052
Ryegate,Montana,46.2985,-109.2538
Henning,Illinois,40.3069,-87.701
Creswell,North Carolina,35.8743,-76.4032
Liberty,Pennsylvania,41.5585,-77.1054
Vallecito,California,38.074,-120.4564
Candelero Abajo,Puerto Rico,18.0943,-65.8165
Donnelly,Minnesota,45.6895,-96.0143
Prompton,Pennsylvania,41.5891,-75.3275
Bone Gap,Illinois,38.4449,-87.9976
Alsea,Oregon,44.3818,-123.5958
Galisteo,New Mexico,35.395,-105.9569
Kangley,Illinois,41.148,-88.8722
Easton,Missouri,39.7226,-94.6403
Walton,Kansas,38.1193,-97.2582
Pachuta,Mississippi,32.0441,-88.8844
Boones Mill,Virginia,37.1156,-79.9514
E. Lopez,Texas,26.3087,-98.6378
Fenton,Iowa,43.2181,-94.428
Martinsburg,Ohio,40.2695,-82.3545
Kipton,Ohio,41.2665,-82.3039
Concord,Arkansas,35.6625,-91.849
Nason,Illinois,38.176,-88.9662
Manor Creek,Kentucky,38.2981,-85.5873
Bison,Kansas,38.5199,-99.1979
Denton,Montana,47.3222,-109.9481
Leavenworth,Indiana,38.1994,-86.3451
Oak Ridge,Missouri,37.4987,-89.73
McCutchenville,Ohio,40.9944,-83.2547
Summer Shade,Kentucky,36.8836,-85.7098
Mount Carmel,South Carolina,34.0185,-82.5044
Rabbit Hash,Kentucky,38.924,-84.8503
Clyde,New Jersey,40.4874,-74.5132
Aspers,Pennsylvania,39.9764,-77.226
Duane Lake,New York,42.7526,-74.1089
Bessemer Bend,Wyoming,42.7576,-106.5237
Western,Nebraska,40.3931,-97.1984
Crystal Lake,Iowa,43.223,-93.7927
Woodland Hills,Nebraska,40.7511,-96.421
Applegate,Michigan,43.3554,-82.6371
Gilby,North Dakota,48.0834,-97.468
Pontiac,Missouri,36.5166,-92.6037
Orchard Hill,Georgia,33.1851,-84.2123
Cromwell,Minnesota,46.6795,-92.873
Venice,Louisiana,29.2875,-89.3637
Stites,Idaho,46.0924,-115.9763
Bardolph,Illinois,40.4959,-90.5631
Chesterville,Ohio,40.4777,-82.6818
Coldiron,Kentucky,36.8279,-83.4529
Springfield,West Virginia,39.4449,-78.6977
Rogersville,Pennsylvania,39.8807,-80.2693
Alto Bonito Heights,Texas,26.3158,-98.6413
Macdona,Texas,29.3205,-98.6973
Basin,Montana,46.2834,-112.2871
New Post,Wisconsin,45.8965,-91.193
Jennings,Maryland,39.6487,-79.1835
Ackerly,Texas,32.5251,-101.7158
Staplehurst,Nebraska,40.9747,-97.173
Lemon Cove,California,36.379,-119.0312
Bigelow,Minnesota,43.5053,-95.6892
Warfield,Kentucky,37.8415,-82.4224
Severy,Kansas,37.6219,-96.2275
Nixon,Nevada,39.828,-119.3589
Kit Carson,Colorado,38.7628,-102.7954
Saxis,Virginia,37.9261,-75.7224
Pawnee Rock,Kansas,38.2649,-98.9823
Rico,Colorado,37.6891,-108.0318
Jerico Springs,Missouri,37.6197,-94.0113
Branch,Louisiana,30.348,-92.2771
Center Point,Indiana,39.4154,-87.0752
Tamaha,Oklahoma,35.4059,-95.0181
Madrid,Nebraska,40.8525,-101.5278
Elm Grove,Oklahoma,35.7925,-94.563
Laurel,Iowa,41.8841,-92.9222
Hobson,Montana,46.9996,-109.8732
Roaring Springs,Texas,33.8992,-100.8561
Callaway,Minnesota,46.982,-95.912
Leonard,North Dakota,46.6523,-97.2499
Vina,California,39.9343,-122.0518
Pavillion,Wyoming,43.244,-108.689
Crossgate,Kentucky,38.2793,-85.6296
Goldsboro,Maryland,39.0317,-75.7821
Darling,Mississippi,34.3591,-90.2754
Rensselaer,Missouri,39.6692,-91.5387
Lenora,Kansas,39.6109,-100.0015
Oliver,Georgia,32.5214,-81.5331
Kistler,West Virginia,37.7656,-81.8578
Roosevelt,Oklahoma,34.8477,-99.0227
Fitzhugh,Oklahoma,34.6581,-96.7665
White City,Illinois,39.0716,-89.7637
Grinnell,Kansas,39.1266,-100.6311
Pyatt,Arkansas,36.2509,-92.8443
Pungoteague,Virginia,37.6291,-75.8172
Page,North Dakota,47.1592,-97.5681
Trent,South Dakota,43.9063,-96.6578
Scranton,Arkansas,35.3606,-93.5394
Paton,Iowa,42.1642,-94.2551
Greenview,California,41.5471,-122.9185
Seneca,Oregon,44.1352,-118.9763
Cullomburg,Alabama,31.7131,-88.2917
Roopville,Georgia,33.4567,-85.1304
Plaucheville,Louisiana,30.9647,-91.9837
Pease,Minnesota,45.6995,-93.6491
Forsan,Texas,32.1104,-101.3668
Yorkana,Pennsylvania,39.976,-76.5846
Fredonia,Alabama,32.9861,-85.2912
Rockford,Idaho,43.1892,-112.5306
Kings Point,Montana,47.7634,-114.1498
Dos Palos Y,California,37.0466,-120.6394
Unionville Center,Ohio,40.1368,-83.3416
Buckner,Arkansas,33.3572,-93.4358
Emma,Missouri,38.9751,-93.495
Amsterdam,Missouri,38.3495,-94.589
Creston,Washington,47.7594,-118.5201
Grandin,Missouri,36.8308,-90.8221
